Token ID,Left hand Rarity (min),Left hand Rarity (avg),Left hand Rarity (weighted),Right hand Rarity (min),Right hand Rarity (avg),Right hand Rarity (weighted),Shoes Rarity (min),Shoes Rarity (avg),Shoes Rarity (weighted),Hat Rarity (min),Hat Rarity (avg),Hat Rarity (weighted),Glasses Rarity (min),Glasses Rarity (avg),Glasses Rarity (weighted),Accessories Rarity (min),Accessories Rarity (avg),Accessories Rarity (weighted),# of Accessoriess,Top Rarity (min),Top Rarity (avg),Top Rarity (weighted),# of Tops,Bottom Rarity (min),Bottom Rarity (avg),Bottom Rarity (weighted),# of Bottoms,Body Rarity (min),Body Rarity (avg),Body Rarity (weighted),# of Bodys,Hair Rarity (min),Hair Rarity (avg),Hair Rarity (weighted),Mouth Rarity (min),Mouth Rarity (avg),Mouth Rarity (weighted),Beard Rarity (min),Beard Rarity (avg),Beard Rarity (weighted),Eyes Rarity (min),Eyes Rarity (avg),Eyes Rarity (weighted),Skin Rarity (min),Skin Rarity (avg),Skin Rarity (weighted),Niftiness,Power,Swag,Wealth,Empathy,Health,Total Skills,Skill Tier,Skill Rarity,Rarity (min),Rarity (avg),Rarity (weighted)
956,0.0390625,0.0390625,0.0390625,0.037109375,0.037109375,0.037109375,0.04296875,0.04296875,0.04296875,0.0341796875,0.0341796875,0.0341796875,0.064453125,0.064453125,0.064453125,0.037109375,0.05908203125,0.0043487548828125,2,0.015625,0.02099609375,0.0010223388671875,2,0.041015625,0.044921875,0.0028438568115234375,2,0.068359375,0.07861328125,0.00400543212890625,2,0.0126953125,0.0126953125,0.0126953125,0.125,0.125,0.125,0.0078125,0.0078125,0.0078125,0.2578125,0.2578125,0.2578125,0.0341796875,0.0341796875,0.0341796875,36,68,52,57,14,3,230,ordinary,0.845703125,2.0610711135859808e-20,5.553792037818745e-20,6.420351389239411e-25
957,0.0771484375,0.0771484375,0.0771484375,0.04296875,0.04296875,0.04296875,0.0498046875,0.0498046875,0.0498046875,0.0810546875,0.0810546875,0.0810546875,0.072265625,0.072265625,0.072265625,0.1064453125,0.1064453125,0.08253669738769531,1,0.0517578125,0.0517578125,0.047461509704589844,1,0.0283203125,0.0283203125,0.02563762664794922,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.0078125,0.0078125,0.0078125,0.125,0.125,0.125,0.01953125,0.01953125,0.01953125,0.1630859375,0.1630859375,0.1630859375,0.0458984375,0.0458984375,0.0458984375,95,78,26,79,58,33,369,silver,0.126953125,2.377050520969494e-19,2.377050520969494e-19,1.3716619632628916e-19
958,0.0517578125,0.0517578125,0.0517578125,0.04296875,0.04296875,0.04296875,0.1103515625,0.1103515625,0.1103515625,0.041015625,0.041015625,0.041015625,0.072265625,0.072265625,0.072265625,0.0361328125,0.0361328125,0.028017044067382812,1,0.025390625,0.025390625,0.023283004760742188,1,0.0244140625,0.0244140625,0.022101402282714844,1,0.060546875,0.060546875,0.054279327392578125,1,0.0224609375,0.0224609375,0.0224609375,0.08984375,0.08984375,0.08984375,0.015625,0.015625,0.015625,0.2578125,0.2578125,0.2578125,0.03515625,0.03515625,0.03515625,48,82,73,94,2,87,386,silver,0.126953125,3.579157800266099e-20,3.579157800266099e-20,2.0653303629147785e-20
959,0.1005859375,0.1005859375,0.1005859375,0.07421875,0.07421875,0.07421875,0.111328125,0.111328125,0.111328125,0.0380859375,0.0380859375,0.0380859375,0.2958984375,0.2958984375,0.2958984375,0.0234375,0.0234375,0.0181732177734375,1,0.0048828125,0.0048828125,0.004477500915527344,1,0.068359375,0.068359375,0.06188392639160156,1,0.201171875,0.201171875,0.18034744262695312,1,0.009765625,0.009765625,0.009765625,0.0283203125,0.0283203125,0.0283203125,0.0078125,0.0078125,0.0078125,0.2294921875,0.2294921875,0.2294921875,0.0419921875,0.0419921875,0.0419921875,3,46,44,20,99,74,286,ordinary,0.845703125,2.595686601980559e-19,2.595686601980559e-19,1.4978245304755678e-19
960,0.166015625,0.166015625,0.166015625,0.04296875,0.04296875,0.04296875,0.1103515625,0.1103515625,0.1103515625,0.02734375,0.02734375,0.02734375,0.083984375,0.083984375,0.083984375,0.0234375,0.0234375,0.0181732177734375,1,0.0205078125,0.0205078125,0.018805503845214844,1,0.0390625,0.0390625,0.03536224365234375,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.005859375,0.005859375,0.005859375,0.2021484375,0.2021484375,0.2021484375,0.0205078125,0.0205078125,0.0205078125,0.1630859375,0.1630859375,0.1630859375,0.08984375,0.08984375,0.08984375,12,13,87,58,30,34,234,ordinary,0.845703125,8.879342124378835e-19,8.879342124378835e-19,5.123768192289368e-19
961,0.0859375,0.0859375,0.0859375,0.107421875,0.107421875,0.107421875,0.111328125,0.111328125,0.111328125,0.0380859375,0.0380859375,0.0380859375,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.0224609375,0.0224609375,0.02059650421142578,1,0.0234375,0.0234375,0.02121734619140625,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.125,0.125,0.125,0.025390625,0.025390625,0.025390625,0.1064453125,0.1064453125,0.1064453125,0.1083984375,0.1083984375,0.1083984375,73,88,58,12,0,1,232,ordinary,0.845703125,9.251197416495466e-16,9.251197416495466e-16,5.338344935835553e-16
962,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1103515625,0.1103515625,0.1103515625,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.0234375,0.0234375,0.02149200439453125,1,0.068359375,0.068359375,0.06188392639160156,1,0.201171875,0.201171875,0.18034744262695312,1,0.0224609375,0.0224609375,0.0224609375,0.2021484375,0.2021484375,0.2021484375,0.0185546875,0.0185546875,0.0185546875,0.1064453125,0.1064453125,0.1064453125,0.06640625,0.06640625,0.06640625,3,31,40,5,73,93,245,ordinary,0.845703125,4.747432960196119e-15,4.747432960196119e-15,2.7394761521457533e-15
963,0.0439453125,0.0439453125,0.0439453125,0.0703125,0.0703125,0.0703125,0.0390625,0.0390625,0.0390625,0.037109375,0.037109375,0.037109375,0.072265625,0.072265625,0.072265625,0.080078125,0.080078125,0.062091827392578125,1,0.0166015625,0.0166015625,0.015223503112792969,1,0.068359375,0.068359375,0.06188392639160156,1,0.0712890625,0.0712890625,0.06390953063964844,1,0.0224609375,0.0224609375,0.0224609375,0.2021484375,0.2021484375,0.2021484375,0.0107421875,0.0107421875,0.0107421875,0.2578125,0.2578125,0.2578125,0.0927734375,0.0927734375,0.0927734375,16,21,14,80,44,69,244,ordinary,0.845703125,2.0689068283841323e-18,2.0689068283841323e-18,1.1938495951158627e-18
964,0.0517578125,0.0517578125,0.0517578125,0.1220703125,0.1220703125,0.1220703125,0.09765625,0.09765625,0.09765625,0.0478515625,0.0478515625,0.0478515625,0.083984375,0.083984375,0.083984375,0.0234375,0.0234375,0.0181732177734375,1,0.0283203125,0.0283203125,0.025969505310058594,1,0.0302734375,0.0302734375,0.027405738830566406,1,0.068359375,0.068359375,0.061283111572265625,1,0.0166015625,0.0166015625,0.0166015625,0.08984375,0.08984375,0.08984375,0.03515625,0.03515625,0.03515625,0.1630859375,0.1630859375,0.1630859375,0.037109375,0.037109375,0.037109375,20,95,25,26,5,86,257,ordinary,0.845703125,9.141284952866279e-19,9.141284952866279e-19,5.27492064412669e-19
965,0.0859375,0.0859375,0.0859375,0.052734375,0.052734375,0.052734375,0.0654296875,0.0654296875,0.0654296875,0.05859375,0.05859375,0.05859375,0.048828125,0.048828125,0.048828125,0.0810546875,0.0810546875,0.06284904479980469,1,0.052734375,0.052734375,0.04835700988769531,1,0.041015625,0.041015625,0.03713035583496094,1,0.03515625,0.03515625,0.03151702880859375,1,0.01953125,0.01953125,0.01953125,0.08984375,0.08984375,0.08984375,0.0146484375,0.0146484375,0.0146484375,0.2578125,0.2578125,0.2578125,0.0439453125,0.0439453125,0.0439453125,32,84,18,16,52,47,249,ordinary,0.845703125,1.2877756172154995e-18,1.2877756172154995e-18,7.431027720149002e-19
966,0.0859375,0.0859375,0.0859375,0.052734375,0.052734375,0.052734375,0.0498046875,0.0498046875,0.0498046875,0.02734375,0.02734375,0.02734375,0.072265625,0.072265625,0.072265625,0.1025390625,0.1025390625,0.07950782775878906,1,0.0126953125,0.0126953125,0.011641502380371094,1,0.015625,0.015625,0.0141448974609375,1,0.060546875,0.060546875,0.054279327392578125,1,0.01171875,0.01171875,0.01171875,0.2021484375,0.2021484375,0.2021484375,0.0185546875,0.0185546875,0.0185546875,0.1630859375,0.1630859375,0.1630859375,0.0390625,0.0390625,0.0390625,84,69,24,14,22,16,229,ordinary,0.845703125,1.3007112005977765e-19,1.3007112005977765e-19,7.505671685607712e-20
967,0.0859375,0.0859375,0.0859375,0.1220703125,0.1220703125,0.1220703125,0.1103515625,0.1103515625,0.1103515625,0.0341796875,0.0341796875,0.0341796875,0.0546875,0.0546875,0.0546875,0.0361328125,0.0361328125,0.028017044067382812,1,0.052734375,0.052734375,0.04835700988769531,1,0.03125,0.03125,0.028289794921875,1,0.060546875,0.060546875,0.054279327392578125,1,0.0107421875,0.0107421875,0.0107421875,0.08984375,0.08984375,0.08984375,0.013671875,0.013671875,0.013671875,0.1630859375,0.1630859375,0.1630859375,0.0439453125,0.0439453125,0.0439453125,56,67,8,100,27,84,342,silver,0.126953125,9.365821738654225e-20,9.365821738654225e-20,5.4044881756964526e-20
968,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.0283203125,0.0283203125,0.0283203125,0.2783203125,0.2783203125,0.2783203125,0.2578125,0.2578125,0.2578125,0.0439453125,0.0439453125,0.0439453125,33,8,55,91,43,15,245,ordinary,0.845703125,2.2114112686388964e-12,2.2114112686388964e-12,1.2760808807234596e-12
969,0.1005859375,0.1005859375,0.1005859375,0.0380859375,0.0380859375,0.0380859375,0.1103515625,0.1103515625,0.1103515625,0.0380859375,0.0380859375,0.0380859375,0.064453125,0.064453125,0.064453125,0.0234375,0.0234375,0.0181732177734375,1,0.0205078125,0.0205078125,0.018805503845214844,1,0.048828125,0.048828125,0.04420280456542969,1,0.0712890625,0.0712890625,0.06390953063964844,1,0.01953125,0.01953125,0.01953125,0.08984375,0.08984375,0.08984375,0.0234375,0.0234375,0.0234375,0.1630859375,0.1630859375,0.1630859375,0.0419921875,0.0419921875,0.0419921875,0,40,54,24,59,94,271,ordinary,0.845703125,4.1356592869969994e-19,4.1356592869969994e-19,2.386456024786154e-19
970,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.09765625,0.09765625,0.09765625,0.0810546875,0.0810546875,0.0810546875,0.0546875,0.0546875,0.0546875,0.0732421875,0.0822265625,0.001430511474609375,5,0.0205078125,0.0205078125,0.018805503845214844,1,0.048828125,0.048828125,0.04420280456542969,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.017578125,0.017578125,0.017578125,0.2021484375,0.2021484375,0.2021484375,0.2783203125,0.2783203125,0.2783203125,0.2578125,0.2578125,0.2578125,0.0146484375,0.0146484375,0.0146484375,25,37,0,79,82,19,242,ordinary,0.845703125,3.062075961357227e-16,3.437690612617047e-16,4.450759595482663e-18
971,0.0859375,0.0859375,0.0859375,0.0341796875,0.0341796875,0.0341796875,0.111328125,0.111328125,0.111328125,0.0341796875,0.0341796875,0.0341796875,0.083984375,0.083984375,0.083984375,0.080078125,0.080078125,0.062091827392578125,1,0.01171875,0.01171875,0.010746002197265625,1,0.048828125,0.048828125,0.04420280456542969,1,0.0712890625,0.0712890625,0.06390953063964844,1,0.0166015625,0.0166015625,0.0166015625,0.2021484375,0.2021484375,0.2021484375,0.01171875,0.01171875,0.01171875,0.2578125,0.2578125,0.2578125,0.041015625,0.041015625,0.041015625,83,37,12,34,100,72,338,silver,0.126953125,1.618854285108626e-19,1.618854285108626e-19,9.341496225511396e-20
972,0.0390625,0.0390625,0.0390625,0.0341796875,0.0341796875,0.0341796875,0.111328125,0.111328125,0.111328125,0.05859375,0.05859375,0.05859375,0.072265625,0.072265625,0.072265625,0.0732421875,0.0732421875,0.05679130554199219,1,0.0166015625,0.0166015625,0.015223503112792969,1,0.0361328125,0.0361328125,0.03271007537841797,1,0.0712890625,0.0712890625,0.06390953063964844,1,0.0166015625,0.0166015625,0.0166015625,0.08984375,0.08984375,0.08984375,0.0126953125,0.0126953125,0.0126953125,0.2578125,0.2578125,0.2578125,0.08984375,0.08984375,0.08984375,30,3,24,5,93,79,234,ordinary,0.845703125,7.312081506419372e-19,7.312081506419372e-19,4.219390368927794e-19
973,0.0517578125,0.0517578125,0.0517578125,0.02734375,0.02734375,0.02734375,0.1103515625,0.1103515625,0.1103515625,0.0341796875,0.0341796875,0.0341796875,0.083984375,0.083984375,0.083984375,0.1064453125,0.1064453125,0.08253669738769531,1,0.015625,0.015625,0.0143280029296875,1,0.03125,0.03125,0.028289794921875,1,0.0888671875,0.0888671875,0.07966804504394531,1,0.0166015625,0.0166015625,0.0166015625,0.2021484375,0.2021484375,0.2021484375,0.013671875,0.013671875,0.013671875,0.1630859375,0.1630859375,0.1630859375,0.0927734375,0.0927734375,0.0927734375,99,27,22,77,32,24,281,ordinary,0.845703125,1.215689351494586e-18,1.215689351494586e-18,7.015058484784537e-19
974,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.02734375,0.02734375,0.02734375,0.048828125,0.048828125,0.048828125,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.0966796875,0.0966796875,0.0966796875,17,65,41,70,22,47,262,ordinary,0.845703125,7.929749464302077e-13,7.929749464302077e-13,4.575811755970263e-13
975,0.0390625,0.0390625,0.0390625,0.0361328125,0.0361328125,0.0361328125,0.0498046875,0.0498046875,0.0498046875,0.05859375,0.05859375,0.05859375,0.072265625,0.072265625,0.072265625,0.0810546875,0.0810546875,0.06284904479980469,1,0.0283203125,0.0283203125,0.025969505310058594,1,0.048828125,0.048828125,0.04420280456542969,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.0205078125,0.0205078125,0.0205078125,0.125,0.125,0.125,0.0146484375,0.0146484375,0.0146484375,0.1630859375,0.1630859375,0.1630859375,0.0927734375,0.0927734375,0.0927734375,30,12,67,64,78,9,260,ordinary,0.845703125,1.3932533794860857e-18,1.3932533794860857e-18,8.039680473636297e-19
976,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.09765625,0.09765625,0.09765625,0.0810546875,0.0810546875,0.0810546875,0.0546875,0.0546875,0.0546875,0.0732421875,0.0822265625,0.001430511474609375,5,0.0205078125,0.0205078125,0.018805503845214844,1,0.048828125,0.048828125,0.04420280456542969,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.017578125,0.017578125,0.017578125,0.2021484375,0.2021484375,0.2021484375,0.2783203125,0.2783203125,0.2783203125,0.2578125,0.2578125,0.2578125,0.03515625,0.03515625,0.03515625,27,3,64,29,87,19,229,ordinary,0.845703125,7.348982307257346e-16,8.250457470280912e-16,1.068182302915839e-17
977,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.09765625,0.09765625,0.09765625,0.0810546875,0.0810546875,0.0810546875,0.0546875,0.0546875,0.0546875,0.0732421875,0.0822265625,0.001430511474609375,5,0.0205078125,0.0205078125,0.018805503845214844,1,0.048828125,0.048828125,0.04420280456542969,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.017578125,0.017578125,0.017578125,0.2021484375,0.2021484375,0.2021484375,0.2783203125,0.2783203125,0.2783203125,0.2578125,0.2578125,0.2578125,0.0419921875,0.0419921875,0.0419921875,91,3,32,77,15,30,248,ordinary,0.845703125,8.777951089224051e-16,9.854713089502202e-16,1.2758844173716966e-17
978,0.0458984375,0.0458984375,0.0458984375,0.052734375,0.052734375,0.052734375,0.04296875,0.04296875,0.04296875,0.02734375,0.02734375,0.02734375,0.083984375,0.083984375,0.083984375,0.0234375,0.0234375,0.0181732177734375,1,0.0517578125,0.0517578125,0.047461509704589844,1,0.0390625,0.0390625,0.03536224365234375,1,0.08203125,0.08203125,0.07353973388671875,1,0.0048828125,0.0048828125,0.0048828125,0.125,0.125,0.125,0.0244140625,0.0244140625,0.0244140625,0.1630859375,0.1630859375,0.1630859375,0.037109375,0.037109375,0.037109375,81,91,15,6,9,3,205,ordinary,0.845703125,7.0805298558002e-20,7.0805298558002e-20,4.0857749539910014e-20
979,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.09765625,0.09765625,0.09765625,0.0810546875,0.0810546875,0.0810546875,0.0546875,0.0546875,0.0546875,0.0732421875,0.0822265625,0.001430511474609375,5,0.0205078125,0.0205078125,0.018805503845214844,1,0.048828125,0.048828125,0.04420280456542969,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.017578125,0.017578125,0.017578125,0.2021484375,0.2021484375,0.2021484375,0.2783203125,0.2783203125,0.2783203125,0.2578125,0.2578125,0.2578125,0.0205078125,0.0205078125,0.0205078125,75,2,84,16,23,12,212,ordinary,0.845703125,4.286906345900118e-16,4.812766857663866e-16,6.231063433675728e-18
980,0.166015625,0.166015625,0.166015625,0.0703125,0.0703125,0.0703125,0.04296875,0.04296875,0.04296875,0.05859375,0.05859375,0.05859375,0.083984375,0.083984375,0.083984375,0.080078125,0.080078125,0.062091827392578125,1,0.0234375,0.0234375,0.02149200439453125,1,0.0439453125,0.0439453125,0.03978252410888672,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.01953125,0.01953125,0.01953125,0.2021484375,0.2021484375,0.2021484375,0.009765625,0.009765625,0.009765625,0.1630859375,0.1630859375,0.1630859375,0.0390625,0.0390625,0.0390625,87,7,60,66,2,22,244,ordinary,0.845703125,3.6754181569002095e-18,3.6754181569002095e-18,2.1208767926605287e-18
981,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.0380859375,0.0380859375,0.0380859375,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.1533203125,0.1533203125,0.1533203125,38,27,5,19,96,26,211,ordinary,0.845703125,1.061458756052399e-11,1.061458756052399e-11,6.1250805921264025e-12
982,0.0458984375,0.0458984375,0.0458984375,0.04296875,0.04296875,0.04296875,0.0390625,0.0390625,0.0390625,0.0380859375,0.0380859375,0.0380859375,0.083984375,0.083984375,0.083984375,0.080078125,0.080078125,0.062091827392578125,1,0.01953125,0.01953125,0.017910003662109375,1,0.015625,0.015625,0.0141448974609375,1,0.0712890625,0.0712890625,0.06390953063964844,1,0.0107421875,0.0107421875,0.0107421875,0.125,0.125,0.125,0.0302734375,0.0302734375,0.0302734375,0.2578125,0.2578125,0.2578125,0.06640625,0.06640625,0.06640625,41,71,77,14,3,16,222,ordinary,0.845703125,2.526713527491778e-19,2.526713527491778e-19,1.4580240542421173e-19
983,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.09765625,0.09765625,0.09765625,0.0810546875,0.0810546875,0.0810546875,0.0546875,0.0546875,0.0546875,0.0732421875,0.0822265625,0.001430511474609375,5,0.0205078125,0.0205078125,0.018805503845214844,1,0.048828125,0.048828125,0.04420280456542969,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.017578125,0.017578125,0.017578125,0.2021484375,0.2021484375,0.2021484375,0.2783203125,0.2783203125,0.2783203125,0.2578125,0.2578125,0.2578125,0.0458984375,0.0458984375,0.0458984375,12,82,7,84,5,10,200,ordinary,0.845703125,9.594504678919311e-16,1.0771430586200082e-15,1.394571339917901e-17
984,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.09765625,0.09765625,0.09765625,0.0810546875,0.0810546875,0.0810546875,0.0546875,0.0546875,0.0546875,0.0732421875,0.0822265625,0.001430511474609375,5,0.0205078125,0.0205078125,0.018805503845214844,1,0.048828125,0.048828125,0.04420280456542969,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.017578125,0.017578125,0.017578125,0.2021484375,0.2021484375,0.2021484375,0.2783203125,0.2783203125,0.2783203125,0.2578125,0.2578125,0.2578125,0.041015625,0.041015625,0.041015625,27,22,26,95,85,12,267,ordinary,0.845703125,8.573812691800236e-16,9.625533715327731e-16,1.2462126867351456e-17
985,0.166015625,0.166015625,0.166015625,0.0703125,0.0703125,0.0703125,0.111328125,0.111328125,0.111328125,0.041015625,0.041015625,0.041015625,0.072265625,0.072265625,0.072265625,0.037109375,0.037109375,0.028774261474609375,1,0.013671875,0.013671875,0.012537002563476562,1,0.029296875,0.029296875,0.026521682739257812,1,0.060546875,0.060546875,0.054279327392578125,1,0.0166015625,0.0166015625,0.0166015625,0.2021484375,0.2021484375,0.2021484375,0.013671875,0.013671875,0.013671875,0.2578125,0.2578125,0.2578125,0.0966796875,0.0966796875,0.0966796875,13,62,11,41,72,2,201,ordinary,0.845703125,3.3527164259627554e-18,3.3527164259627554e-18,1.93466380059275e-18
986,0.0439453125,0.0439453125,0.0439453125,0.1220703125,0.1220703125,0.1220703125,0.04296875,0.04296875,0.04296875,0.0380859375,0.0380859375,0.0380859375,0.0546875,0.0546875,0.0546875,0.0732421875,0.0732421875,0.05679130554199219,1,0.013671875,0.013671875,0.012537002563476562,1,0.015625,0.015625,0.0141448974609375,1,0.060546875,0.060546875,0.054279327392578125,1,0.0146484375,0.0146484375,0.0146484375,0.08984375,0.08984375,0.08984375,0.0078125,0.0078125,0.0078125,0.2578125,0.2578125,0.2578125,0.0146484375,0.0146484375,0.0146484375,87,100,7,37,9,95,335,silver,0.126953125,2.242007548962371e-21,2.242007548962371e-21,1.2937362706980578e-21
987,0.166015625,0.166015625,0.166015625,0.02734375,0.02734375,0.02734375,0.111328125,0.111328125,0.111328125,0.041015625,0.041015625,0.041015625,0.072265625,0.072265625,0.072265625,0.07421875,0.07421875,0.05754852294921875,1,0.013671875,0.013671875,0.012537002563476562,1,0.048828125,0.048828125,0.04420280456542969,1,0.068359375,0.068359375,0.061283111572265625,1,0.01953125,0.01953125,0.01953125,0.2021484375,0.2021484375,0.2021484375,0.0234375,0.0234375,0.0234375,0.2578125,0.2578125,0.2578125,0.1533203125,0.1533203125,0.1533203125,18,36,0,74,36,38,202,ordinary,0.845703125,1.5694091887174797e-17,1.5694091887174797e-17,9.05617642523243e-18
988,0.0859375,0.0859375,0.0859375,0.02734375,0.02734375,0.02734375,0.111328125,0.111328125,0.111328125,0.041015625,0.041015625,0.041015625,0.083984375,0.083984375,0.083984375,0.07421875,0.07421875,0.05754852294921875,1,0.0146484375,0.0146484375,0.013432502746582031,1,0.0390625,0.0390625,0.03536224365234375,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.021484375,0.021484375,0.021484375,0.2021484375,0.2021484375,0.2021484375,0.0087890625,0.0087890625,0.0087890625,0.2578125,0.2578125,0.2578125,0.0341796875,0.0341796875,0.0341796875,21,71,99,1,82,61,335,silver,0.126953125,1.4203639971213877e-19,1.4203639971213877e-19,8.196120577381928e-20
989,0.0859375,0.0859375,0.0859375,0.07421875,0.07421875,0.07421875,0.0654296875,0.0654296875,0.0654296875,0.0380859375,0.0380859375,0.0380859375,0.072265625,0.072265625,0.072265625,0.07421875,0.07421875,0.05754852294921875,1,0.037109375,0.037109375,0.03402900695800781,1,0.025390625,0.025390625,0.022985458374023438,1,0.0712890625,0.0712890625,0.06390953063964844,1,0.0146484375,0.0146484375,0.0146484375,0.125,0.125,0.125,0.0234375,0.0234375,0.0234375,0.2578125,0.2578125,0.2578125,0.0439453125,0.0439453125,0.0439453125,37,56,49,35,13,49,239,ordinary,0.845703125,2.3545517730111726e-18,2.3545517730111726e-18,1.3586792031056183e-18
990,0.0859375,0.0859375,0.0859375,0.0341796875,0.0341796875,0.0341796875,0.04296875,0.04296875,0.04296875,0.05859375,0.05859375,0.05859375,0.083984375,0.083984375,0.083984375,0.0341796875,0.0341796875,0.026502609252929688,1,0.0322265625,0.0322265625,0.02955150604248047,1,0.0390625,0.0390625,0.03536224365234375,1,0.060546875,0.060546875,0.054279327392578125,1,0.0068359375,0.0068359375,0.0068359375,0.08984375,0.08984375,0.08984375,0.0146484375,0.0146484375,0.0146484375,0.2578125,0.2578125,0.2578125,0.0419921875,0.0419921875,0.0419921875,32,44,15,29,55,78,253,ordinary,0.845703125,1.3327687802585865e-19,1.3327687802585865e-19,7.690657920721757e-20
991,0.1923828125,0.1923828125,0.1923828125,0.0703125,0.0703125,0.0703125,0.111328125,0.111328125,0.111328125,0.0517578125,0.0517578125,0.0517578125,0.2958984375,0.2958984375,0.2958984375,0.07421875,0.07763671875,0.008697509765625,2,0.0341796875,0.04296875,0.0022363662719726562,2,0.0390625,0.0390625,0.03536224365234375,1,0.0712890625,0.080078125,0.004177093505859375,2,0.0205078125,0.0205078125,0.0205078125,0.08984375,0.08984375,0.08984375,0.03515625,0.03515625,0.03515625,0.2294921875,0.2294921875,0.2294921875,0.1533203125,0.1533203125,0.1533203125,89,92,0,25,92,1,299,ordinary,0.845703125,3.140380269250828e-16,4.6388614425318295e-16,1.2772309879700315e-19
992,0.0458984375,0.0458984375,0.0458984375,0.0380859375,0.0380859375,0.0380859375,0.09765625,0.09765625,0.09765625,0.0478515625,0.0478515625,0.0478515625,0.083984375,0.083984375,0.083984375,0.07421875,0.07421875,0.05754852294921875,1,0.0341796875,0.0341796875,0.031342506408691406,1,0.048828125,0.048828125,0.04420280456542969,1,0.0888671875,0.0888671875,0.07966804504394531,1,0.0166015625,0.0166015625,0.0166015625,0.2021484375,0.2021484375,0.2021484375,0.021484375,0.021484375,0.021484375,0.2578125,0.2578125,0.2578125,0.0927734375,0.0927734375,0.0927734375,3,16,63,13,88,40,223,ordinary,0.845703125,1.1013821959717104e-17,1.1013821959717104e-17,6.355456276180421e-18
993,0.0458984375,0.0458984375,0.0458984375,0.0380859375,0.0380859375,0.0380859375,0.0654296875,0.0654296875,0.0654296875,0.02734375,0.02734375,0.02734375,0.083984375,0.083984375,0.083984375,0.0341796875,0.0341796875,0.026502609252929688,1,0.0146484375,0.0146484375,0.013432502746582031,1,0.029296875,0.033854166666666664,0.000629425048828125,3,0.08203125,0.08203125,0.07353973388671875,1,0.0205078125,0.0205078125,0.0205078125,0.125,0.125,0.125,0.013671875,0.013671875,0.013671875,0.2578125,0.2578125,0.2578125,0.0390625,0.0390625,0.0390625,26,61,38,95,7,0,227,ordinary,0.845703125,9.433945328850193e-20,1.0901447935560225e-19,1.2919478551527226e-21
